         1107221 function calls (1078620 primitive calls) in 47.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        4    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/lib/function_base.py:5558(_append_dispatcher)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/indexes/api.py:349(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/indexes/base.py:6569(_maybe_cast_indexer)
        2    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/lib/shape_base.py:1257(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/loguru/_recattrs.py:51(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:99(_check_closed)
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/scipy/sparse/_compressed.py:1142(__set_sorted)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/common.py:178(not_none)
        3    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3172(_ndim_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/common.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/internals/managers.py:2381(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/multiarray.py:85(empty_like)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/lib/function_base.py:5364(_insert_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1764(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/multiarray.py:892(bincount)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:1004(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/dtypes/concat.py:108(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1129(name)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/indexes/base.py:3209(_validate_sort_keyword)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/lib/shape_base.py:1181(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:189(name)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/reshape/concat.py:701(_maybe_check_integrity)
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:368(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/dtypes/concat.py:116(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/series.py:546(_constructor)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:424(_gettempdir)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/base.py:324(ndim)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/lib/function_base.py:5168(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'tzname' of 'datetime.timezone' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/loguru/_recattrs.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/indexes/base.py:728(_constructor)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1021(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/pandas/core/indexes/api.py:281(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.timezone' objects}
        1    0.000    0.000    0.000    0.000 /home/soeren/mesh2vec/.venv/lib/python3.10/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7fddbdab1510}


